Epoch,Batch,Num trials,Number correct,Input Recurrent rewired,Input Recurrent Inh rewired,Recurrent Recurrent rewired
0,0,512,21,22,2,76
0,1,512,22,26,3,143
0,2,512,30,24,3,192
0,3,512,39,29,1,253
0,4,512,34,30,6,304
0,5,512,33,28,10,365
0,6,512,27,30,12,415
0,7,512,34,25,10,447
0,8,512,29,23,9,485
0,9,512,46,21,11,521
0,10,512,47,23,10,557
0,11,512,36,21,7,588
0,12,512,41,18,7,607
0,13,512,43,19,7,622
0,14,512,41,19,8,627
0,15,476,34,11,8,642
1,0,512,24,12,8,644
1,1,512,23,12,5,635
1,2,512,31,11,8,633
1,3,512,28,12,8,606
1,4,512,27,17,9,597
1,5,512,26,18,6,569
1,6,512,36,26,7,552
1,7,512,32,24,7,534
1,8,512,30,17,5,480
1,9,512,20,13,7,452
1,10,512,36,11,8,414
1,11,512,26,10,10,372
1,12,512,28,10,12,338
1,13,512,31,13,7,346
1,14,512,32,15,6,350
1,15,476,43,22,9,353
2,0,512,49,21,10,380
2,1,512,43,21,7,368
2,2,512,34,15,8,369
2,3,512,30,13,10,354
2,4,512,37,19,12,321
2,5,512,33,13,10,324
2,6,512,42,8,5,319
2,7,512,45,9,1,309
2,8,512,44,15,8,287
2,9,512,48,10,11,294
2,10,512,64,13,8,284
2,11,512,64,20,8,289
2,12,512,71,11,10,305
2,13,512,72,15,12,303
2,14,512,97,17,12,285
2,15,476,81,16,14,280
3,0,512,100,18,11,268
3,1,512,77,10,12,240
3,2,512,76,13,13,250
3,3,512,77,14,15,277
3,4,512,99,14,10,258
3,5,512,85,13,10,227
3,6,512,73,13,11,237
3,7,512,86,17,9,237
3,8,512,97,12,10,237
3,9,512,76,13,6,256
3,10,512,87,8,10,239
3,11,512,93,5,9,211
3,12,512,92,6,11,227
3,13,512,88,8,9,223
3,14,512,98,15,6,208
3,15,476,87,13,11,212
4,0,512,93,12,10,228
4,1,512,102,8,8,224
4,2,512,82,10,8,206
4,3,512,114,10,8,214
4,4,512,104,11,8,228
4,5,512,111,10,5,229
4,6,512,111,9,5,227
4,7,512,93,5,4,205
4,8,512,98,4,4,194
4,9,512,106,7,5,203
4,10,512,101,7,4,183
4,11,512,122,6,5,188
4,12,512,111,11,8,199
