Epoch,Batch,Num trials,Number correct,Input Recurrent rewired,Input Recurrent Inh rewired,Recurrent Recurrent rewired
0,0,512,28,15,3,8
0,1,512,25,19,5,17
0,2,512,30,22,8,23
0,3,512,33,22,11,28
0,4,512,35,23,11,34
0,5,512,35,27,9,32
0,6,512,32,23,6,33
0,7,512,26,17,8,37
0,8,512,29,17,9,41
0,9,512,42,23,8,48
0,10,512,29,27,7,48
0,11,512,33,23,7,53
0,12,512,29,26,7,58
0,13,512,30,19,7,62
0,14,512,26,12,7,64
0,15,476,17,11,6,63
1,0,512,32,14,7,66
1,1,512,32,18,12,72
1,2,512,21,19,13,73
1,3,512,26,19,14,80
1,4,512,30,19,17,73
1,5,512,37,21,15,71
1,6,512,39,18,17,71
1,7,512,34,18,15,73
1,8,512,21,13,14,69
1,9,512,32,18,13,73
1,10,512,26,17,13,68
1,11,512,31,11,11,71
1,12,512,40,9,7,64
1,13,512,27,10,11,64
1,14,512,28,8,13,57
1,15,476,42,5,10,57
2,0,512,43,9,9,59
2,1,512,47,9,8,59
2,2,512,45,13,11,61
2,3,512,49,18,10,54
2,4,512,52,13,11,56
2,5,512,38,15,12,58
2,6,512,29,11,10,60
2,7,512,41,15,13,57
2,8,512,44,13,13,64
2,9,512,46,5,8,67
2,10,512,44,9,8,65
2,11,512,51,13,7,57
2,12,512,44,14,9,60
2,13,512,57,10,9,62
2,14,512,60,15,10,60
2,15,476,56,16,10,51
3,0,512,53,11,11,56
3,1,512,60,12,13,50
3,2,512,51,16,13,43
3,3,512,68,12,12,40
3,4,512,67,7,11,37
3,5,512,63,10,11,36
3,6,512,80,9,12,38
3,7,512,72,9,8,39
3,8,512,64,7,9,42
3,9,512,72,11,11,40
3,10,512,65,11,8,42
3,11,512,77,6,4,43
3,12,512,73,8,14,44
3,13,512,68,7,14,47
3,14,512,85,10,16,44
3,15,476,65,15,9,44
4,0,512,81,8,6,39
4,1,512,83,6,15,36
4,2,512,96,4,13,36
4,3,512,95,5,5,32
4,4,512,106,9,6,33
4,5,512,92,8,4,28
4,6,512,91,10,6,29
4,7,512,108,8,5,30
4,8,512,87,8,7,33
4,9,512,88,11,6,34
4,10,512,102,9,7,29
4,11,512,83,5,8,28
4,12,512,81,5,4,33
4,13,512,95,6,8,26
4,14,512,109,10,9,27
4,15,476,96,4,6,26
5,0,512,85,8,10,22
5,1,512,103,6,8,24
5,2,512,118,4,7,25
5,3,512,107,7,7,22
5,4,512,114,10,8,23
5,5,512,106,7,6,20
5,6,512,131,3,7,19
5,7,512,120,3,6,21
5,8,512,117,7,7,19
5,9,512,124,5,4,12
5,10,512,107,3,4,15
5,11,512,96,4,7,16
5,12,512,109,7,5,17
5,13,512,107,8,3,25
5,14,512,108,6,5,20
5,15,476,113,8,7,18
6,0,512,121,8,8,16
6,1,512,111,8,8,15
6,2,512,137,6,8,11
6,3,512,116,10,7,14
6,4,512,115,7,5,17
6,5,512,124,9,4,19
6,6,512,116,7,4,19
6,7,512,112,12,5,22
6,8,512,108,5,6,25
6,9,512,121,3,6,20
6,10,512,120,6,9,13
6,11,512,107,10,7,10
6,12,512,127,9,6,10
6,13,512,120,7,7,10
6,14,512,126,9,4,10
6,15,476,116,12,3,12
7,0,512,129,6,4,18
7,1,512,128,10,3,16
7,2,512,129,8,5,15
7,3,512,126,3,5,11
7,4,512,160,2,8,11
7,5,512,128,10,6,13
7,6,512,130,10,9,12
7,7,512,124,6,9,11
7,8,512,120,7,5,14
7,9,512,127,9,4,14
7,10,512,134,10,6,12
7,11,512,130,10,7,11
7,12,512,128,7,4,11
7,13,512,142,7,4,11
7,14,512,142,6,5,8
7,15,476,120,6,5,7
8,0,512,147,6,5,9
8,1,512,145,12,6,9
8,2,512,144,11,6,9
8,3,512,135,11,4,10
8,4,512,142,15,3,10
8,5,512,147,7,4,9
8,6,512,149,8,5,7
8,7,512,151,8,6,7
8,8,512,136,4,6,9
8,9,512,142,4,4,8
8,10,512,136,7,4,8
8,11,512,146,10,3,8
8,12,512,152,6,1,10
8,13,512,170,10,3,9
8,14,512,156,14,2,7
8,15,476,148,11,1,7
9,0,512,162,9,1,5
9,1,512,170,7,2,2
9,2,512,140,10,1,4
9,3,512,169,8,1,6
9,4,512,175,6,0,5
9,5,512,162,7,0,4
9,6,512,178,6,0,4
9,7,512,151,8,1,5
9,8,512,166,8,3,7
9,9,512,156,4,2,7
9,10,512,169,7,1,9
9,11,512,161,6,2,8
9,12,512,172,10,4,8
9,13,512,188,14,3,9
9,14,512,154,13,1,7
9,15,476,155,6,1,11
10,0,512,165,11,2,15
10,1,512,187,12,2,13
10,2,512,189,6,3,12
10,3,512,160,8,3,9
10,4,512,169,12,2,9
10,5,512,166,6,3,7
10,6,512,172,5,5,8
10,7,512,184,6,4,5
10,8,512,173,7,5,4
10,9,512,147,5,4,7
10,10,512,160,5,4,8
10,11,512,170,12,4,7
10,12,512,155,6,4,7
10,13,512,167,7,3,5
10,14,512,171,11,4,4
10,15,476,153,9,0,6
11,0,512,186,8,2,5
11,1,512,166,10,4,6
11,2,512,181,7,3,7
11,3,512,181,6,4,7
11,4,512,179,10,3,7
11,5,512,200,7,0,5
11,6,512,180,8,2,5
11,7,512,167,7,3,5
11,8,512,175,4,3,6
11,9,512,169,5,3,5
11,10,512,176,10,4,5
11,11,512,202,8,4,2
11,12,512,191,7,5,2
11,13,512,179,8,4,1
11,14,512,163,9,2,4
11,15,476,173,9,1,5
12,0,512,183,11,1,4
12,1,512,196,10,1,5
12,2,512,201,11,0,7
