Batch,Num trials,Number correct
0,512,466
1,512,467
2,512,468
3,512,467
4,512,474
5,512,478
6,512,463
7,512,479
8,512,470
9,512,481
10,512,470
11,512,465
12,512,469
13,512,480
14,512,468
15,512,468
16,512,464
17,512,471
18,512,474
19,272,248
