Batch,Num trials,Number correct
0,512,325
1,512,386
2,512,391
3,512,375
4,512,393
5,512,392
6,512,381
7,512,369
8,512,402
9,512,376
10,512,382
11,512,369
12,512,379
13,512,397
14,512,384
15,512,375
16,512,392
17,512,392
18,512,385
19,272,206
