Epoch,Batch,Num trials,Number correct,Input Recurrent rewired,Input Recurrent Inh rewired,Recurrent Recurrent rewired
0,0,512,33,50,48,68
0,1,512,28,52,71,107
0,2,512,20,66,76,143
0,3,512,28,74,84,182
0,4,512,22,82,88,210
0,5,512,24,71,80,220
0,6,512,28,55,84,246
0,7,512,31,67,88,256
0,8,512,34,55,99,255
0,9,512,46,58,99,263
0,10,512,36,52,110,270
0,11,512,31,56,101,274
0,12,512,58,60,125,279
0,13,512,48,63,123,280
0,14,512,45,45,139,282
0,15,476,49,41,135,270
1,0,512,50,46,131,255
1,1,512,53,32,141,249
1,2,512,56,45,133,251
1,3,512,65,46,140,242
1,4,512,88,43,140,249
1,5,512,92,36,146,248
1,6,512,67,43,153,254
1,7,512,68,31,163,246
1,8,512,76,26,153,238
1,9,512,77,32,144,217
1,10,512,74,27,157,243
1,11,512,89,30,163,247
1,12,512,80,43,183,243
1,13,512,82,32,180,236
1,14,512,80,32,184,231
1,15,476,105,27,174,243
2,0,512,107,23,168,248
2,1,512,97,39,176,237
2,2,512,115,30,155,230
2,3,512,98,29,143,236
2,4,512,105,36,144,228
2,5,512,113,35,157,226
2,6,512,94,25,163,222
2,7,512,94,21,160,226
2,8,512,92,28,150,211
2,9,512,95,35,144,207
2,10,512,100,29,148,196
2,11,512,124,32,165,184
2,12,512,117,32,157,201
2,13,512,113,32,149,202
2,14,512,118,23,138,213
2,15,476,131,30,135,215
3,0,512,126,18,145,206
3,1,512,132,16,161,196
3,2,512,110,22,143,193
3,3,512,124,25,145,207
3,4,512,118,28,133,216
3,5,512,126,29,135,194
3,6,512,115,20,115,202
3,7,512,129,19,117,192
3,8,512,134,28,120,171
3,9,512,123,24,112,183
3,10,512,119,25,103,189
3,11,512,122,25,91,203
3,12,512,112,25,98,186
3,13,512,144,32,103,189
3,14,512,144,34,121,182
3,15,476,153,29,127,168
4,0,512,153,17,123,178
4,1,512,134,14,110,178
4,2,512,150,19,119,182
4,3,512,149,17,129,177
4,4,512,172,26,119,169
4,5,512,151,18,126,170
4,6,512,136,15,113,150
4,7,512,176,23,111,160
4,8,512,149,26,104,160
4,9,512,130,18,90,168
4,10,512,127,20,92,181
4,11,512,172,19,102,187
4,12,512,172,19,109,176
4,13,512,171,30,93,170
4,14,512,176,29,86,159
4,15,476,167,27,91,142
5,0,512,175,20,79,143
5,1,512,170,25,87,143
5,2,512,169,34,85,138
5,3,512,184,33,93,151
5,4,512,179,25,88,146
5,5,512,162,30,81,124
5,6,512,175,33,76,126
5,7,512,168,31,64,123
5,8,512,166,31,72,114
5,9,512,168,28,81,128
5,10,512,156,29,75,111
5,11,512,178,25,69,113
5,12,512,161,18,61,130
5,13,512,173,27,70,141
5,14,512,176,29,65,129
5,15,476,154,24,62,119
6,0,512,181,20,54,140
6,1,512,166,24,63,154
6,2,512,182,26,57,132
6,3,512,197,25,58,129
6,4,512,187,17,59,126
6,5,512,174,27,62,127
6,6,512,193,19,61,100
6,7,512,173,21,63,96
6,8,512,175,23,68,107
6,9,512,191,24,64,117
6,10,512,213,26,68,111
6,11,512,196,28,61,117
6,12,512,171,20,43,119
6,13,512,181,20,47,145
6,14,512,211,26,45,141
6,15,476,183,17,47,104
7,0,512,198,14,47,103
7,1,512,214,17,66,112
7,2,512,214,22,54,94
7,3,512,196,12,49,102
7,4,512,204,13,60,100
7,5,512,213,12,69,114
7,6,512,216,16,67,108
7,7,512,200,23,68,98
7,8,512,220,23,65,107
7,9,512,202,21,59,103
7,10,512,208,18,54,102
7,11,512,204,17,51,94
7,12,512,215,19,50,85
7,13,512,208,19,55,89
7,14,512,221,20,43,101
7,15,476,205,14,49,104
8,0,512,228,15,50,88
8,1,512,224,17,45,97
8,2,512,242,18,46,92
8,3,512,218,12,47,91
8,4,512,241,22,48,81
8,5,512,244,22,48,96
8,6,512,199,20,43,100
8,7,512,221,25,54,99
8,8,512,213,26,46,92
8,9,512,218,22,44,86
8,10,512,245,25,37,83
8,11,512,240,23,46,77
8,12,512,241,14,56,66
8,13,512,245,17,63,70
8,14,512,230,19,70,69
8,15,476,219,26,66,83
9,0,512,228,20,57,80
9,1,512,252,16,55,89
9,2,512,229,24,49,100
9,3,512,235,25,49,87
9,4,512,244,16,52,73
9,5,512,259,13,66,69
9,6,512,246,19,57,64
9,7,512,235,18,52,65
9,8,512,242,11,45,62
9,9,512,249,16,62,72
9,10,512,262,16,64,69
9,11,512,239,18,53,64
9,12,512,240,15,54,59
9,13,512,232,9,59,68
9,14,512,249,10,56,58
9,15,476,231,7,59,68
10,0,512,266,14,54,77
10,1,512,253,14,51,82
10,2,512,242,12,43,80
10,3,512,247,20,44,82
10,4,512,241,15,46,77
10,5,512,253,20,46,87
10,6,512,228,19,46,77
10,7,512,247,14,44,65
10,8,512,274,14,45,69
10,9,512,228,19,45,65
10,10,512,263,17,41,68
10,11,512,243,15,40,76
10,12,512,263,16,43,74
10,13,512,258,19,46,76
10,14,512,261,16,44,79
10,15,476,210,12,51,59
11,0,512,242,26,50,70
11,1,512,244,14,42,57
11,2,512,250,10,38,61
11,3,512,239,15,40,58
11,4,512,288,14,41,63
11,5,512,266,18,39,56
11,6,512,282,23,37,54
11,7,512,230,20,44,58
11,8,512,232,16,49,56
11,9,512,237,14,49,56
11,10,512,233,16,54,53
11,11,512,253,11,53,53
11,12,512,291,13,47,59
11,13,512,261,15,43,50
11,14,512,260,18,36,45
11,15,476,252,9,39,52
12,0,512,240,10,42,48
12,1,512,271,11,47,47
12,2,512,256,12,41,53
12,3,512,277,14,38,62
12,4,512,273,15,37,57
12,5,512,265,11,36,62
12,6,512,260,13,39,67
12,7,512,282,16,42,58
12,8,512,281,15,40,55
12,9,512,264,20,43,48
12,10,512,284,11,41,47
12,11,512,277,13,50,51
12,12,512,258,12,40,59
12,13,512,260,7,37,61
12,14,512,272,6,34,51
12,15,476,263,6,41,55
13,0,512,295,10,42,62
13,1,512,310,10,42,55
13,2,512,274,15,43,54
13,3,512,298,12,33,55
13,4,512,302,16,38,47
13,5,512,290,17,29,49
13,6,512,289,10,41,49
13,7,512,284,12,50,50
13,8,512,268,11,46,53
13,9,512,284,6,55,60
13,10,512,276,4,38,53
13,11,512,289,9,33,64
13,12,512,302,12,45,59
13,13,512,287,12,38,50
13,14,512,289,10,35,57
13,15,476,246,12,35,52
14,0,512,289,13,46,54
14,1,512,285,14,39,44
14,2,512,292,12,43,48
14,3,512,301,11,46,46
14,4,512,304,7,48,56
14,5,512,295,8,51,49
14,6,512,287,14,48,47
14,7,512,287,14,40,46
14,8,512,278,13,45,44
14,9,512,268,9,41,53
14,10,512,272,5,28,54
14,11,512,286,13,28,53
14,12,512,300,8,38,46
14,13,512,300,6,43,53
14,14,512,303,10,35,49
14,15,476,274,9,37,46
15,0,512,285,12,39,52
15,1,512,306,9,42,46
15,2,512,302,9,41,41
15,3,512,320,7,40,39
15,4,512,306,7,40,48
15,5,512,296,10,33,43
15,6,512,313,14,41,45
15,7,512,317,14,33,49
15,8,512,317,11,34,47
15,9,512,298,14,44,34
15,10,512,313,11,44,32
15,11,512,308,7,45,39
15,12,512,295,7,37,53
15,13,512,316,3,38,51
15,14,512,315,7,40,49
15,15,476,276,10,42,41
16,0,512,310,8,33,43
16,1,512,294,11,36,44
16,2,512,299,12,40,43
16,3,512,322,11,40,50
16,4,512,280,9,34,43
16,5,512,308,10,29,37
16,6,512,327,12,28,32
16,7,512,297,7,37,32
16,8,512,313,5,26,36
16,9,512,332,5,27,34
16,10,512,311,7,40,35
16,11,512,320,8,33,42
16,12,512,324,6,32,42
16,13,512,302,6,33,39
16,14,512,312,6,42,43
16,15,476,303,8,40,42
17,0,512,332,8,37,40
17,1,512,322,13,35,48
17,2,512,311,9,36,47
17,3,512,325,7,38,56
17,4,512,331,10,32,51
17,5,512,324,11,32,36
17,6,512,321,11,32,39
17,7,512,314,11,37,38
17,8,512,328,6,33,45
17,9,512,334,6,30,32
17,10,512,328,4,32,30
17,11,512,329,3,31,36
17,12,512,306,4,31,34
17,13,512,329,8,22,33
17,14,512,332,10,30,30
17,15,476,313,11,39,38
18,0,512,343,15,32,39
18,1,512,324,13,29,35
18,2,512,320,15,29,30
18,3,512,320,11,33,36
18,4,512,317,12,41,30
18,5,512,320,12,37,37
18,6,512,321,15,36,37
18,7,512,326,17,33,32
18,8,512,322,17,31,39
18,9,512,322,18,27,42
18,10,512,312,15,22,36
18,11,512,312,7,21,41
18,12,512,331,12,27,40
18,13,512,348,9,28,41
18,14,512,353,10,22,38
18,15,476,318,9,20,36
19,0,512,344,7,19,25
19,1,512,323,8,19,28
19,2,512,340,7,20,31
19,3,512,330,11,20,26
19,4,512,336,9,14,27
19,5,512,344,12,20,32
19,6,512,326,9,24,37
19,7,512,332,8,22,39
19,8,512,332,9,28,32
19,9,512,324,5,29,27
19,10,512,318,5,24,45
19,11,512,302,9,27,34
19,12,512,307,9,26,41
19,13,512,314,7,20,45
19,14,512,307,9,21,39
