Batch,Num trials,Number correct
0,512,420
1,512,456
2,512,457
3,512,459
4,512,459
5,512,457
6,512,449
7,512,467
8,512,461
9,512,460
10,512,462
11,512,452
12,512,463
13,512,461
14,512,457
15,512,456
16,512,455
17,512,464
18,512,462
19,272,235
