Batch,Num trials,Number correct
0,512,448
1,512,484
2,512,478
3,512,471
4,512,467
5,512,477
6,512,466
7,512,478
8,512,474
9,512,473
10,512,469
11,512,471
12,512,481
13,512,486
14,512,480
15,512,474
16,512,474
17,512,467
18,512,475
19,272,243
