Batch,Num trials,Number correct
0,512,415
1,512,458
2,512,457
3,512,456
4,512,451
5,512,462
6,512,446
7,512,461
8,512,455
9,512,464
10,512,461
11,512,468
12,512,468
13,512,473
14,512,464
15,512,468
16,512,465
17,512,471
18,512,452
19,272,242
