Batch,Num trials,Number correct
0,512,458
1,512,469
2,512,467
3,512,478
4,512,473
5,512,466
6,512,459
7,512,476
8,512,465
9,512,473
10,512,464
11,512,455
12,512,477
13,512,471
14,512,458
15,512,463
16,512,465
17,512,467
18,512,479
19,272,253
