Batch,Num trials,Number correct
0,512,435
1,512,458
2,512,465
3,512,454
4,512,455
5,512,462
6,512,438
7,512,457
8,512,455
9,512,452
10,512,456
11,512,459
12,512,453
13,512,459
14,512,456
15,512,456
16,512,458
17,512,457
18,512,459
19,272,239
