Batch,Num trials,Number correct
0,512,393
1,512,439
2,512,432
3,512,425
4,512,427
5,512,449
6,512,420
7,512,432
8,512,440
9,512,436
10,512,434
11,512,430
12,512,433
13,512,448
14,512,428
15,512,437
16,512,436
17,512,436
18,512,427
19,272,224
