Batch,Num trials,Number correct
0,512,460
1,512,475
2,512,458
3,512,475
4,512,471
5,512,468
6,512,448
7,512,466
8,512,469
9,512,462
10,512,472
11,512,464
12,512,476
13,512,473
14,512,463
15,512,462
16,512,466
17,512,475
18,512,466
19,272,253
