2021/09/10 14:08:02.544, 36.09 W
2021/09/10 14:08:02.555, 35.92 W
2021/09/10 14:08:02.568, 36.01 W
2021/09/10 14:08:02.588, 36.11 W
2021/09/10 14:08:02.603, 36.11 W
2021/09/10 14:08:02.614, 36.11 W
2021/09/10 14:08:02.626, 35.92 W
2021/09/10 14:08:02.644, 35.92 W
2021/09/10 14:08:02.655, 36.01 W
2021/09/10 14:08:02.667, 36.01 W
2021/09/10 14:08:02.684, 36.01 W
2021/09/10 14:08:02.694, 36.01 W
2021/09/10 14:08:02.707, 36.20 W
2021/09/10 14:08:02.724, 36.20 W
2021/09/10 14:08:02.734, 36.20 W
2021/09/10 14:08:02.747, 36.01 W
2021/09/10 14:08:02.764, 36.01 W
2021/09/10 14:08:02.775, 36.01 W
2021/09/10 14:08:02.788, 36.01 W
2021/09/10 14:08:02.804, 36.01 W
2021/09/10 14:08:02.815, 36.01 W
2021/09/10 14:08:02.828, 36.20 W
2021/09/10 14:08:02.845, 36.20 W
2021/09/10 14:08:02.855, 36.20 W
2021/09/10 14:08:02.868, 36.11 W
2021/09/10 14:08:02.885, 36.11 W
2021/09/10 14:08:02.895, 36.11 W
2021/09/10 14:08:02.908, 36.01 W
2021/09/10 14:08:02.925, 36.01 W
2021/09/10 14:08:02.935, 36.01 W
2021/09/10 14:08:02.948, 36.20 W
2021/09/10 14:08:02.965, 36.20 W
2021/09/10 14:08:02.976, 36.11 W
2021/09/10 14:08:02.988, 36.11 W
2021/09/10 14:08:03.005, 36.11 W
2021/09/10 14:08:03.016, 36.11 W
2021/09/10 14:08:03.028, 36.01 W
2021/09/10 14:08:03.046, 36.01 W
2021/09/10 14:08:03.056, 36.01 W
2021/09/10 14:08:03.069, 36.11 W
2021/09/10 14:08:03.086, 36.11 W
2021/09/10 14:08:03.096, 36.11 W
2021/09/10 14:08:03.109, 36.11 W
2021/09/10 14:08:03.126, 36.11 W
2021/09/10 14:08:03.136, 36.11 W
2021/09/10 14:08:03.149, 36.01 W
2021/09/10 14:08:03.166, 36.01 W
2021/09/10 14:08:03.177, 36.01 W
2021/09/10 14:08:03.190, 36.11 W
2021/09/10 14:08:03.206, 36.11 W
2021/09/10 14:08:03.217, 36.01 W
2021/09/10 14:08:03.229, 36.11 W
2021/09/10 14:08:03.246, 36.11 W
2021/09/10 14:08:03.257, 36.20 W
2021/09/10 14:08:03.269, 36.01 W
2021/09/10 14:08:03.286, 36.01 W
2021/09/10 14:08:03.297, 36.11 W
2021/09/10 14:08:03.309, 36.01 W
2021/09/10 14:08:03.326, 36.01 W
2021/09/10 14:08:03.337, 36.01 W
2021/09/10 14:08:03.350, 36.20 W
2021/09/10 14:08:03.367, 36.20 W
2021/09/10 14:08:03.377, 36.11 W
2021/09/10 14:08:03.390, 36.11 W
2021/09/10 14:08:03.406, 36.11 W
2021/09/10 14:08:03.417, 36.11 W
2021/09/10 14:08:03.430, 35.92 W
2021/09/10 14:08:03.447, 35.92 W
2021/09/10 14:08:03.457, 36.01 W
2021/09/10 14:08:03.470, 36.11 W
2021/09/10 14:08:03.487, 36.11 W
2021/09/10 14:08:03.497, 36.11 W
2021/09/10 14:08:03.510, 36.11 W
2021/09/10 14:08:03.527, 36.11 W
2021/09/10 14:08:03.537, 36.11 W
2021/09/10 14:08:03.550, 36.01 W
2021/09/10 14:08:03.567, 36.01 W
2021/09/10 14:08:03.578, 36.01 W
2021/09/10 14:08:03.590, 36.20 W
2021/09/10 14:08:03.607, 36.20 W
2021/09/10 14:08:03.617, 36.11 W
2021/09/10 14:08:03.630, 36.11 W
2021/09/10 14:08:03.647, 36.11 W
2021/09/10 14:08:03.658, 36.11 W
2021/09/10 14:08:03.670, 36.01 W
2021/09/10 14:08:03.687, 36.01 W
2021/09/10 14:08:03.698, 36.01 W
2021/09/10 14:08:03.710, 36.01 W
2021/09/10 14:08:03.727, 36.01 W
2021/09/10 14:08:03.738, 36.01 W
2021/09/10 14:08:03.751, 36.11 W
2021/09/10 14:08:03.768, 36.11 W
2021/09/10 14:08:03.778, 36.20 W
2021/09/10 14:08:03.791, 36.01 W
2021/09/10 14:08:03.808, 36.01 W
2021/09/10 14:08:03.818, 36.01 W
2021/09/10 14:08:03.831, 36.11 W
2021/09/10 14:08:03.848, 36.11 W
2021/09/10 14:08:03.858, 36.01 W
2021/09/10 14:08:03.871, 36.20 W
2021/09/10 14:08:03.888, 36.20 W
2021/09/10 14:08:03.898, 36.20 W
