System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:11:47:135, 45539662030337,   79.646,   18.000, 3900,  26.522,1938.832, 538.564,  14.666,1071.574, 297.659, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:251, 45539997689112,   79.761,   20.000, 3900,  27.310,1941.988, 539.441,  15.706,1073.390, 298.164, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:367, 45540334526800,   79.877,   18.000, 4000,  27.940,1945.229, 540.341,  16.201,1075.269, 298.686, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:467, 45540625724528,   79.978,   18.000, 3900,  27.408,1947.977, 541.105,  15.738,1076.847, 299.124, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:583, 45540962566025,   80.094,   18.000, 4000,  26.643,1951.068, 541.963,  14.898,1078.575, 299.604, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:683, 45541253578276,   80.194,   18.000, 3900,  27.942,1953.868, 542.741,  15.987,1080.177, 300.049, 50,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:799, 45541589342762,   80.310,   18.000, 3900,  27.587,1957.057, 543.627,  16.008,1082.028, 300.563, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:47:899, 45541880887142,   80.410,   18.000, 4000,  26.701,1959.738, 544.372,  14.796,1083.513, 300.976, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:015, 45542216560544,   80.526,   19.000, 4000,  27.642,1962.933, 545.259,  16.051,1085.369, 301.491, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:137, 45542572258825,   80.648,   18.000, 4000,  27.925,1966.354, 546.209,  16.067,1087.337, 302.038, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:253, 45542908913651,   80.764,   21.000, 3900,  27.682,1969.563, 547.101,  15.908,1089.181, 302.550, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:369, 45543245621249,   80.880,   18.000, 4000,  26.934,1972.686, 547.968,  15.178,1090.941, 303.039, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:485, 45543582406221,   80.996,   18.000, 4000,  27.055,1975.823, 548.840,  15.316,1092.717, 303.532, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:601, 45543919005486,   81.112,   18.000, 3900,  26.636,1978.911, 549.697,  15.105,1094.468, 304.019, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:701, 45544211333896,   81.212,   18.000, 4000,  26.666,1981.595, 550.443,  14.886,1095.966, 304.435, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:817, 45544547055231,   81.328,   18.000, 4000,  26.927,1984.708, 551.308,  15.073,1097.709, 304.919, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:48:918, 45544838406115,   81.428,   18.000, 4000,  26.566,1987.373, 552.048,  14.883,1099.202, 305.334, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:040, 45545194296482,   81.551,   18.000, 3900,  27.016,1990.684, 552.968,  15.203,1101.065, 305.851, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:156, 45545530213997,   81.667,   18.000, 4000,  27.185,1993.829, 553.841,  15.591,1102.868, 306.352, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:273, 45545870289120,   81.784,   21.000, 4000,  27.545,1997.054, 554.737,  15.813,1104.720, 306.867, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:372, 45546157423383,   81.883,   18.000, 4000,  27.041,1999.728, 555.480,  15.280,1106.231, 307.286, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:488, 45546494255949,   81.999,   18.000, 4000,  28.111,2002.989, 556.386,  16.373,1108.130, 307.814, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:588, 45546785367850,   82.099,   18.000, 4000,  27.169,2005.712, 557.142,  15.228,1109.657, 308.238, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:704, 45547121969375,   82.215,   18.000, 4000,  26.429,2008.776, 557.993,  14.888,1111.382, 308.717, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:820, 45547458798597,   82.331,   18.000, 4000,  26.581,2011.859, 558.850,  14.871,1113.107, 309.196, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:49:920, 45547749849459,   82.431,   18.000, 4000,  27.040,2014.569, 559.602,  15.066,1114.617, 309.616, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:043, 45548105728946,   82.554,   18.000, 3900,  26.583,2017.827, 560.507,  14.968,1116.452, 310.125, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:159, 45548442450362,   82.669,   19.000, 3900,  27.673,2021.035, 561.399,  15.940,1118.300, 310.639, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:259, 45548733842247,   82.770,   29.000, 4000,  29.012,2023.946, 562.207,  17.322,1120.038, 311.122, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:375, 45549070456339,   82.886,   18.000, 3900,  27.213,2027.101, 563.084,  15.481,1121.832, 311.620, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:491, 45549406813277,   83.002,   18.000, 3900,  26.625,2030.185, 563.940,  14.858,1123.553, 312.098, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:591, 45549698133907,   83.102,   18.000, 3900,  27.013,2032.894, 564.693,  15.062,1125.064, 312.518, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:707, 45550033980136,   83.218,   18.000, 4000,  26.538,2035.964, 565.545,  14.940,1126.792, 312.998, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:807, 45550325131235,   83.318,   18.000, 3900,  26.638,2038.634, 566.287,  14.978,1128.294, 313.415, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:50:923, 45550662189931,   83.434,   18.000, 4000,  26.782,2041.743, 567.151,  14.833,1130.015, 313.893, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:045, 45551017079428,   83.556,   18.000, 3900,  26.751,2045.012, 568.059,  15.051,1131.855, 314.404, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:161, 45551354055498,   83.672,   18.000, 4000,  26.911,2048.135, 568.926,  15.193,1133.618, 314.894, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:263, 45551677613930,   83.783,   33.000, 4000,  27.240,2051.170, 569.769,  15.632,1135.359, 315.378, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:377, 45551980597339,   83.888,   18.000, 3900,  26.625,2053.948, 570.541,  14.913,1136.915, 315.810, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:477, 45552274412746,   83.989,   18.000, 4000,  26.966,2056.676, 571.299,  15.034,1138.436, 316.232, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:593, 45552608690760,   84.104,   18.000, 3900,  26.692,2059.748, 572.152,  14.964,1140.159, 316.711, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:709, 45552945448488,   84.220,   18.000, 3900,  27.122,2062.893, 573.026,  15.379,1141.942, 317.206, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:811, 45553240763591,   84.322,   18.000, 3900,  26.506,2065.589, 573.775,  14.940,1143.462, 317.628, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:51:925, 45553573376984,   84.436,   18.000, 3900,  26.820,2068.661, 574.628,  14.988,1145.178, 318.105, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:026, 45553864679466,   84.537,   18.000, 4000,  26.851,2071.354, 575.376,  15.206,1146.704, 318.529, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:148, 45554219166247,   84.659,   18.000, 3900,  26.682,2074.611, 576.281,  14.936,1148.527, 319.035, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:248, 45554510596224,   84.759,   18.000, 3900,  26.867,2077.307, 577.030,  14.963,1150.028, 319.452, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:364, 45554847426758,   84.875,   19.000, 4000,  27.333,2080.478, 577.910,  15.589,1151.837, 319.955, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:465, 45555138729491,   84.975,   18.000, 3900,  26.518,2083.138, 578.649,  14.862,1153.327, 320.369, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:580, 45555475487084,   85.091,   18.000, 4000,  26.730,2086.237, 579.510,  14.978,1155.064, 320.851, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:681, 45555766764730,   85.192,   18.000, 4000,  26.518,2088.897, 580.249,  14.862,1156.555, 321.265, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:797, 45556103608543,   85.308,   18.000, 4000,  26.828,2092.009, 581.114,  15.097,1158.306, 321.752, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:52:913, 45556440213410,   85.424,   18.000, 3900,  26.661,2095.099, 581.972,  14.892,1160.032, 322.231, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:013, 45556731789177,   85.524,   18.000, 4000,  26.944,2097.805, 582.724,  15.049,1161.543, 322.651, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:129, 45557068180293,   85.640,   18.000, 3900,  26.466,2100.871, 583.575,  14.925,1163.272, 323.131, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:229, 45557358699267,   85.740,   18.000, 3900,  26.775,2103.549, 584.319,  15.046,1164.777, 323.549, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:352, 45557714419101,   85.862,   20.000, 3900,  27.770,2106.951, 585.264,  15.924,1166.728, 324.091, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:451, 45558004668085,   85.962,   18.000, 3900,  26.697,2109.619, 586.005,  14.937,1168.221, 324.506, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:567, 45558341396856,   86.078,   18.000, 4000,  26.733,2112.719, 586.866,  14.988,1169.959, 324.988, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:668, 45558632966243,   86.179,   18.000, 4000,  26.493,2115.379, 587.605,  14.855,1171.450, 325.403, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:784, 45558969604503,   86.295,   18.000, 4000,  26.760,2118.481, 588.467,  15.027,1173.192, 325.887, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:53:884, 45559260876596,   86.395,   18.000, 4000,  26.654,2121.154, 589.210,  14.970,1174.693, 326.304, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:000, 45559597775031,   86.511,   18.000, 4000,  26.884,2124.273, 590.076,  15.140,1176.450, 326.792, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:116, 45559934342325,   86.627,   18.000, 4000,  26.735,2127.372, 590.937,  14.985,1178.187, 327.274, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:216, 45560225649097,   86.727,   18.000, 4000,  26.895,2130.070, 591.686,  14.984,1179.690, 327.692, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:332, 45560562555568,   86.843,   21.000, 4000,  27.336,2133.241, 592.567,  15.604,1181.500, 328.194, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:432, 45560853603647,   86.943,   18.000, 3900,  26.544,2135.901, 593.306,  14.850,1182.988, 328.608, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:555, 45561208575753,   87.066,   18.000, 3900,  26.935,2139.194, 594.220,  15.252,1184.853, 329.126, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:671, 45561545407902,   87.181,   19.000, 4000,  27.178,2142.346, 595.096,  15.427,1186.642, 329.623, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:786, 45561881371297,   87.297,   18.000, 4000,  26.693,2145.434, 595.954,  14.894,1188.365, 330.101, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:54:887, 45562172563077,   87.397,   18.000, 4000,  26.436,2148.085, 596.690,  14.783,1189.847, 330.513, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:003, 45562509211228,   87.513,   18.000, 3900,  26.793,2151.191, 597.553,  15.021,1191.589, 330.997, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:103, 45562800774616,   87.614,   18.000, 4000,  26.923,2153.894, 598.304,  15.300,1193.125, 331.424, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:219, 45563137218527,   87.730,   18.000, 4000,  28.039,2157.143, 599.206,  16.269,1195.010, 331.947, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:335, 45563473944998,   87.846,   21.000, 4000,  28.581,2160.457, 600.127,  16.818,1196.960, 332.489, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:435, 45563765324921,   87.946,   18.000, 4000,  27.444,2163.210, 600.892,  15.517,1198.517, 332.921, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:558, 45564120971067,   88.068,   18.000, 3900,  26.659,2166.475, 601.799,  15.058,1200.361, 333.434, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:674, 45564457499679,   88.184,   18.000, 4000,  26.694,2169.569, 602.658,  14.896,1202.087, 333.913, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:774, 45564749078759,   88.285,   18.000, 4000,  26.641,2172.243, 603.401,  15.015,1203.595, 334.332, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:55:891, 45565089052571,   88.402,   18.000, 3900,  26.780,2175.379, 604.272,  15.075,1205.359, 334.822, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:005, 45565421602428,   88.516,   18.000, 4000,  26.906,2178.460, 605.128,  15.037,1207.081, 335.300, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:107, 45565716148154,   88.618,   18.000, 4000,  26.688,2181.167, 605.880,  15.040,1208.607, 335.724, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:221, 45566048504430,   88.732,   18.000, 4000,  26.849,2184.239, 606.733,  14.990,1210.322, 336.201, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:322, 45566339763877,   88.832,   21.000, 4000,  27.401,2186.988, 607.497,  15.739,1211.901, 336.639, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:438, 45566676682180,   88.948,   18.000, 4000,  26.844,2190.102, 608.362,  15.113,1213.654, 337.126, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:560, 45567032314828,   89.071,   18.000, 4000,  27.186,2193.431, 609.286,  15.341,1215.533, 337.648, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:676, 45567368821560,   89.187,   18.000, 3900,  26.599,2196.513, 610.143,  15.046,1217.277, 338.132, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:776, 45567660245914,   89.287,   18.000, 3900,  26.817,2199.205, 610.890,  14.915,1218.773, 338.548, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:892, 45567996977088,   89.403,   18.000, 3900,  26.656,2202.295, 611.749,  14.909,1220.502, 339.028, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:56:992, 45568287626582,   89.503,   18.000, 4000,  26.741,2204.972, 612.492,  15.010,1222.004, 339.446, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:108, 45568624426176,   89.619,   18.000, 4000,  26.744,2208.074, 613.354,  14.999,1223.744, 339.929, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:225, 45568964394960,   89.736,   18.000, 4000,  26.826,2211.214, 614.226,  15.111,1225.513, 340.420, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:324, 45569252204633,   89.835,   23.000, 4000,  27.729,2213.962, 614.990,  16.066,1227.105, 340.863, 50,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:441, 45569588889936,   89.951,   18.000, 4000,  27.792,2217.184, 615.885,  15.992,1228.959, 341.378, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:540, 45569879142629,   90.051,   18.000, 4000,  28.046,2219.988, 616.663,  16.297,1230.588, 341.830, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:663, 45570234742246,   90.174,   18.000, 3900,  27.656,2223.374, 617.604,  16.022,1232.550, 342.375, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:763, 45570526273188,   90.274,   18.000, 4000,  27.832,2226.168, 618.380,  15.934,1234.150, 342.819, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:879, 45570862979176,   90.390,   18.000, 4000,  26.837,2229.280, 619.244,  15.076,1235.898, 343.305, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:57:995, 45571199759086,   90.506,   18.000, 4000,  26.739,2232.381, 620.106,  14.998,1237.637, 343.788, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:111, 45571536349583,   90.622,   18.000, 3900,  26.829,2235.491, 620.970,  15.053,1239.382, 344.273, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:211, 45571827782844,   90.722,   18.000, 4000,  26.603,2238.160, 621.711,  14.960,1240.883, 344.690, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:327, 45572164374871,   90.838,   23.000, 3900,  27.543,2241.353, 622.598,  15.782,1242.712, 345.198, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:443, 45572501246042,   90.954,   18.000, 4000,  26.696,2244.450, 623.458,  14.960,1244.448, 345.680, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:544, 45572792555241,   91.054,   18.000, 4000,  26.668,2247.125, 624.201,  15.007,1245.953, 346.098, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:666, 45573147766298,   91.177,   18.000, 4000,  26.671,2250.387, 625.108,  15.006,1247.789, 346.608, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:782, 45573484544057,   91.293,   18.000, 4000,  26.797,2253.495, 625.971,  15.053,1249.534, 347.093, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:898, 45573820371123,   91.408,   18.000, 4000,  26.844,2256.599, 626.833,  15.021,1251.272, 347.575, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:58:998, 45574111878096,   91.509,   18.000, 4000,  26.586,2259.268, 627.574,  14.936,1252.771, 347.992, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:114, 45574448360520,   91.625,   18.000, 3900,  26.805,2262.374, 628.437,  15.046,1254.514, 348.476, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:214, 45574739681695,   91.725,   18.000, 3900,  26.989,2265.081, 629.189,  15.065,1256.026, 348.896, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:330, 45575076430971,   91.841,   29.000, 3900,  27.331,2268.250, 630.070,  15.568,1257.831, 349.397, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:430, 45575367867975,   91.941,   18.000, 4000,  26.571,2270.917, 630.810,  14.961,1259.332, 349.815, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:546, 45575704552147,   92.057,   18.000, 4000,  26.874,2274.033, 631.676,  15.103,1261.083, 350.301, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:669, 45576060269578,   92.180,   18.000, 3900,  26.387,2277.265, 632.574,  14.750,1262.890, 350.803, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:785, 45576397111279,   92.296,   18.000, 4000,  26.690,2280.361, 633.434,  14.966,1264.626, 351.285, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:59:885, 45576688372305,   92.396,   18.000, 3900,  26.780,2283.047, 634.180,  14.849,1266.115, 351.699, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:001, 45577024444952,   92.512,   18.000, 3900,  26.482,2286.111, 635.031,  14.912,1267.841, 352.178, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:117, 45577361298702,   92.628,   19.000, 4000,  28.214,2289.384, 635.940,  16.462,1269.750, 352.708, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:218, 45577655865119,   92.729,   19.000, 4000,  27.222,2292.145, 636.707,  15.329,1271.305, 353.140, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:333, 45577988245137,   92.844,   29.000, 4000,  27.339,2295.275, 637.576,  15.692,1273.101, 353.639, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:433, 45578279616751,   92.944,   18.000, 4000,  26.824,2297.966, 638.324,  14.917,1274.598, 354.055, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:549, 45578616321156,   93.060,   18.000, 4000,  26.886,2301.083, 639.190,  15.144,1276.354, 354.543, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:649, 45578907554562,   93.160,   18.000, 3900,  26.677,2303.759, 639.933,  15.008,1277.859, 354.961, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:772, 45579263420990,   93.283,   18.000, 3900,  26.524,2307.009, 640.836,  14.892,1279.684, 355.468, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:872, 45579554858110,   93.383,   18.000, 4000,  26.866,2309.705, 641.585,  14.956,1281.185, 355.885, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:00:988, 45579891509941,   93.499,   18.000, 3900,  26.723,2312.803, 642.445,  14.977,1282.921, 356.367, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:088, 45580182481601,   93.599,   19.000, 3900,  26.913,2315.500, 643.194,  15.226,1284.447, 356.791, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:204, 45580519214794,   93.715,   18.000, 4000,  26.993,2318.630, 644.064,  15.239,1286.214, 357.282, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:321, 45580887547766,   93.842,   35.000, 4000,  28.427,2322.235, 645.065,  16.648,1288.326, 357.868, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:12:01:436, 45581190885451,   93.946,   18.000, 3900,  26.767,2325.031, 645.842,  15.122,1289.905, 358.307, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
