Batch,Num trials,Number correct
0,512,378
1,512,422
2,512,443
3,512,441
4,512,432
5,512,443
6,512,438
7,512,431
8,512,441
9,512,446
10,512,445
11,512,451
12,512,423
13,512,432
14,512,444
15,512,435
16,512,440
17,512,431
18,512,446
19,272,226
