Batch,Num trials,Number correct
0,512,362
1,512,410
2,512,424
3,512,430
4,512,412
5,512,422
6,512,413
7,512,430
8,512,405
9,512,439
10,512,430
11,512,421
12,512,418
13,512,430
14,512,432
15,512,424
16,512,423
17,512,435
18,512,431
19,272,218
