Epoch,Batch,Num trials,Number correct,Input Recurrent rewired,Input Recurrent Inh rewired,Recurrent Recurrent rewired
0,0,512,20,162,34,17
0,1,512,32,222,38,19
0,2,512,24,200,45,27
0,3,512,29,209,48,32
0,4,512,36,204,42,29
0,5,512,36,181,37,22
0,6,512,16,181,45,20
0,7,512,41,191,48,20
0,8,512,33,183,51,15
0,9,512,50,163,41,15
0,10,512,38,134,43,16
0,11,512,59,150,46,20
0,12,512,58,129,45,17
0,13,512,88,153,56,19
0,14,512,86,146,48,18
0,15,476,70,142,47,17
1,0,512,70,131,49,12
1,1,512,90,127,55,18
1,2,512,73,118,45,24
1,3,512,89,116,35,18
1,4,512,77,124,43,27
1,5,512,83,124,49,22
1,6,512,76,112,59,13
1,7,512,82,115,48,20
1,8,512,62,117,50,22
1,9,512,80,136,42,22
1,10,512,93,125,47,15
1,11,512,95,130,50,17
1,12,512,103,142,36,14
1,13,512,98,135,50,13
1,14,512,81,132,46,25
1,15,476,78,122,39,26
2,0,512,122,104,45,18
2,1,512,102,93,61,21
2,2,512,128,108,56,24
2,3,512,109,127,54,20
2,4,512,108,119,48,18
2,5,512,120,129,48,15
2,6,512,96,119,50,16
2,7,512,90,102,54,22
2,8,512,119,110,43,21
2,9,512,109,115,50,20
2,10,512,119,110,49,21
2,11,512,113,103,47,20
2,12,512,109,99,44,17
2,13,512,131,111,39,13
2,14,512,125,111,43,15
2,15,476,137,117,40,21
3,0,512,143,111,49,21
3,1,512,161,104,43,23
3,2,512,118,97,35,26
3,3,512,148,87,35,18
3,4,512,135,95,42,19
3,5,512,157,107,49,22
3,6,512,137,118,48,23
3,7,512,126,109,49,25
3,8,512,113,101,47,23
3,9,512,146,111,42,18
3,10,512,153,119,39,16
3,11,512,153,108,31,20
3,12,512,141,109,30,19
3,13,512,138,122,36,18
3,14,512,165,96,35,12
3,15,476,148,108,37,15
4,0,512,156,109,40,12
4,1,512,169,131,43,18
4,2,512,162,95,36,18
4,3,512,175,93,34,25
4,4,512,138,102,26,25
4,5,512,159,108,31,24
