Epoch,Batch,Num trials,Number correct,Input Recurrent rewired,Input Recurrent Inh rewired,Recurrent Recurrent rewired
0,0,512,26,182,20,20
0,1,512,33,254,36,25
0,2,512,22,258,44,25
0,3,512,30,250,50,25
0,4,512,32,244,45,25
0,5,512,32,214,30,27
0,6,512,36,197,40,24
0,7,512,43,216,36,21
0,8,512,33,191,37,21
0,9,512,40,171,34,27
0,10,512,54,165,38,19
0,11,512,46,181,36,24
0,12,512,63,161,25,19
0,13,512,53,154,26,17
0,14,512,62,137,32,16
0,15,476,49,139,33,14
1,0,512,58,146,28,12
1,1,512,63,138,30,14
1,2,512,60,145,32,22
1,3,512,58,156,38,25
1,4,512,65,150,33,23
1,5,512,59,138,32,23
1,6,512,69,144,34,20
1,7,512,70,137,43,22
1,8,512,69,138,42,26
1,9,512,67,121,42,23
1,10,512,76,116,43,22
1,11,512,91,135,48,19
1,12,512,89,108,45,20
1,13,512,78,106,39,23
1,14,512,95,119,41,21
1,15,476,78,105,46,18
2,0,512,96,124,38,15
2,1,512,97,106,39,21
2,2,512,110,124,46,23
2,3,512,102,128,43,25
2,4,512,93,125,41,28
2,5,512,101,108,33,16
2,6,512,102,102,31,14
2,7,512,96,110,27,14
2,8,512,100,119,35,14
2,9,512,87,116,30,12
2,10,512,98,122,38,10
2,11,512,112,116,42,13
2,12,512,104,103,33,14
2,13,512,117,105,31,24
2,14,512,125,109,22,18
2,15,476,107,117,30,12
3,0,512,110,112,37,19
3,1,512,125,131,32,27
3,2,512,146,110,34,22
3,3,512,123,122,32,24
3,4,512,127,99,31,28
3,5,512,137,85,37,20
3,6,512,146,103,33,20
3,7,512,140,112,31,15
3,8,512,139,90,31,18
3,9,512,140,108,37,19
3,10,512,138,111,38,19
3,11,512,126,111,31,9
3,12,512,107,92,37,10
3,13,512,139,94,32,18
3,14,512,132,103,31,17
3,15,476,130,99,29,19
4,0,512,143,93,30,22
4,1,512,160,111,37,15
4,2,512,154,112,40,15
4,3,512,159,100,38,20
4,4,512,152,110,28,24
4,5,512,146,100,31,30
4,6,512,154,90,32,20
4,7,512,160,115,30,19
4,8,512,138,107,30,26
4,9,512,157,108,35,16
4,10,512,160,95,38,14
4,11,512,150,96,30,12
4,12,512,133,88,31,18
4,13,512,122,96,34,14
4,14,512,133,105,35,15
4,15,476,134,107,36,13
5,0,512,165,106,33,17
5,1,512,178,109,28,12
5,2,512,173,99,29,17
5,3,512,189,101,28,19
5,4,512,161,112,27,12
5,5,512,155,99,29,10
5,6,512,170,105,23,13
5,7,512,174,115,22,16
5,8,512,162,116,26,13
5,9,512,168,108,20,12
5,10,512,151,119,23,15
5,11,512,162,121,33,15
5,12,512,175,92,38,16
5,13,512,185,107,37,20
5,14,512,168,110,33,17
5,15,476,145,90,33,18
6,0,512,164,121,28,20
6,1,512,164,92,26,18
6,2,512,182,87,22,15
6,3,512,194,90,19,13
6,4,512,202,106,22,18
6,5,512,179,114,20,14
6,6,512,169,107,21,15
6,7,512,185,102,20,22
6,8,512,161,101,24,13
6,9,512,169,95,19,11
6,10,512,185,88,22,10
6,11,512,167,89,28,12
6,12,512,188,112,28,16
6,13,512,198,118,25,11
6,14,512,208,130,26,12
6,15,476,155,116,22,16
7,0,512,188,89,22,10
7,1,512,176,78,15,13
7,2,512,166,76,20,15
7,3,512,166,104,26,17
7,4,512,172,113,26,13
7,5,512,202,115,29,12
7,6,512,162,109,25,16
7,7,512,175,105,26,16
7,8,512,174,116,24,10
7,9,512,201,92,23,12
7,10,512,184,99,31,20
7,11,512,174,85,27,13
7,12,512,185,80,24,10
7,13,512,214,93,21,9
7,14,512,197,93,22,9
7,15,476,178,94,24,16
8,0,512,192,90,24,14
8,1,512,220,83,17,14
8,2,512,202,89,15,11
8,3,512,205,94,14,16
8,4,512,200,96,18,16
8,5,512,187,85,17,13
8,6,512,184,91,20,13
8,7,512,204,95,17,16
8,8,512,229,91,25,10
8,9,512,192,87,28,11
8,10,512,205,81,24,13
8,11,512,194,93,24,10
8,12,512,220,95,20,7
8,13,512,220,97,15,9
8,14,512,222,93,20,11
8,15,476,220,87,27,15
9,0,512,206,92,21,14
9,1,512,225,87,16,14
9,2,512,218,84,20,17
9,3,512,225,84,19,11
9,4,512,203,84,23,15
9,5,512,229,71,20,14
9,6,512,205,90,16,14
9,7,512,215,104,16,12
9,8,512,212,93,18,15
9,9,512,208,105,20,18
9,10,512,200,86,16,18
9,11,512,206,79,17,11
9,12,512,202,96,17,11
9,13,512,266,93,17,10
9,14,512,227,80,18,14
9,15,476,212,88,18,13
10,0,512,232,88,18,12
10,1,512,224,73,14,16
10,2,512,227,81,16,14
10,3,512,210,85,16,20
10,4,512,205,92,18,20
10,5,512,235,104,23,19
10,6,512,220,97,22,14
10,7,512,246,100,21,15
10,8,512,223,98,18,10
10,9,512,237,89,20,7
10,10,512,246,97,23,9
10,11,512,250,89,16,12
10,12,512,240,80,14,6
10,13,512,235,83,17,7
10,14,512,230,70,20,11
10,15,476,215,70,18,15
11,0,512,224,71,11,16
11,1,512,225,91,9,16
11,2,512,243,96,11,18
11,3,512,255,89,14,18
11,4,512,248,92,13,20
11,5,512,255,93,9,12
11,6,512,257,97,17,16
11,7,512,244,77,20,15
11,8,512,245,68,17,15
11,9,512,256,78,20,14
11,10,512,230,84,14,16
11,11,512,214,87,10,12
11,12,512,226,91,11,19
11,13,512,243,80,12,19
11,14,512,219,82,14,22
11,15,476,209,86,15,21
12,0,512,261,91,13,16
12,1,512,248,95,13,16
12,2,512,257,103,12,11
12,3,512,256,71,13,11
12,4,512,265,73,12,9
12,5,512,251,79,11,7
12,6,512,219,84,13,11
12,7,512,232,91,17,9
12,8,512,223,95,19,11
12,9,512,245,79,20,8
12,10,512,239,74,11,8
12,11,512,247,79,10,8
12,12,512,233,75,13,10
12,13,512,240,81,10,9
12,14,512,275,60,15,15
12,15,476,258,66,12,15
13,0,512,269,61,9,15
13,1,512,294,75,17,10
13,2,512,278,74,14,10
13,3,512,255,67,11,12
13,4,512,226,80,18,8
13,5,512,242,81,11,7
13,6,512,248,94,10,9
13,7,512,247,87,16,7
13,8,512,262,89,17,8
13,9,512,254,79,9,10
13,10,512,221,77,11,15
13,11,512,254,89,8,10
13,12,512,265,79,11,17
13,13,512,252,81,17,13
13,14,512,257,98,16,18
13,15,476,240,80,14,13
14,0,512,257,75,13,17
14,1,512,268,80,14,15
14,2,512,271,80,14,16
14,3,512,260,91,13,16
14,4,512,272,93,13,20
14,5,512,249,83,10,20
14,6,512,266,86,10,13
14,7,512,261,93,12,13
14,8,512,225,98,18,17
14,9,512,234,87,13,19
14,10,512,239,84,12,14
14,11,512,259,80,14,14
14,12,512,281,72,13,12
14,13,512,286,61,12,15
14,14,512,296,62,13,9
14,15,476,244,77,12,17
15,0,512,265,76,10,19
15,1,512,279,71,13,18
15,2,512,278,75,9,11
15,3,512,244,72,8,11
15,4,512,258,84,7,15
15,5,512,276,79,15,15
15,6,512,265,67,13,16
15,7,512,266,69,12,15
15,8,512,277,65,13,14
15,9,512,282,67,8,17
15,10,512,271,78,7,12
15,11,512,290,92,6,13
15,12,512,262,92,10,14
15,13,512,270,72,9,13
15,14,512,260,53,6,14
15,15,476,272,57,12,14
16,0,512,279,71,10,14
16,1,512,257,77,10,12
16,2,512,255,80,7,13
16,3,512,302,72,4,17
16,4,512,263,83,7,13
16,5,512,263,79,9,13
16,6,512,259,79,4,12
16,7,512,266,82,10,13
16,8,512,289,68,13,12
16,9,512,298,68,6,15
16,10,512,286,66,2,12
16,11,512,292,68,4,11
16,12,512,262,82,7,7
16,13,512,288,76,9,7
16,14,512,299,75,12,13
16,15,476,279,86,11,13
17,0,512,277,73,11,10
17,1,512,299,73,8,7
17,2,512,285,79,11,9
17,3,512,283,66,13,5
17,4,512,296,66,12,14
17,5,512,288,65,11,15
17,6,512,311,60,10,13
17,7,512,285,68,16,15
17,8,512,285,74,13,9
17,9,512,283,68,15,9
17,10,512,265,75,11,9
17,11,512,276,72,8,4
17,12,512,308,70,12,9
17,13,512,297,64,8,9
17,14,512,282,65,10,6
17,15,476,262,59,11,10
18,0,512,270,70,8,12
18,1,512,294,83,6,12
18,2,512,301,71,5,8
18,3,512,272,73,9,12
18,4,512,266,81,9,13
18,5,512,311,71,9,12
18,6,512,266,82,6,14
18,7,512,284,67,5,11
18,8,512,280,70,7,19
18,9,512,275,69,8,17
18,10,512,274,68,12,16
18,11,512,289,84,13,10
18,12,512,314,72,11,11
18,13,512,281,68,6,15
18,14,512,290,76,5,10
18,15,476,278,69,5,13
19,0,512,289,75,9,15
19,1,512,266,70,5,11
19,2,512,292,66,8,11
19,3,512,322,67,8,13
19,4,512,306,67,15,11
19,5,512,303,68,13,9
19,6,512,277,69,10,11
19,7,512,309,68,5,14
19,8,512,288,69,5,11
19,9,512,309,72,7,10
19,10,512,292,63,6,11
19,11,512,290,74,11,13
19,12,512,299,79,11,14
19,13,512,300,77,10,16
19,14,512,313,74,14,7
19,15,476,270,70,7,6
20,0,512,275,69,5,6
20,1,512,278,66,11,6
20,2,512,312,57,13,9
20,3,512,324,65,10,13
20,4,512,330,59,10,11
20,5,512,317,69,9,11
20,6,512,294,78,12,9
20,7,512,289,76,11,6
20,8,512,299,69,10,12
20,9,512,307,69,9,10
20,10,512,310,59,4,11
20,11,512,288,79,6,8
20,12,512,312,62,7,9
20,13,512,330,59,10,11
20,14,512,294,71,7,13
20,15,476,269,67,12,10
21,0,512,316,62,11,11
21,1,512,307,61,9,14
21,2,512,302,54,7,13
21,3,512,310,60,6,11
21,4,512,302,56,9,15
21,5,512,292,58,3,16
21,6,512,306,50,4,7
21,7,512,307,50,7,13
21,8,512,318,53,7,9
21,9,512,290,54,11,8
21,10,512,284,45,4,6
21,11,512,309,49,5,8
21,12,512,325,48,3,10
21,13,512,323,52,8,13
21,14,512,313,64,11,10
21,15,476,305,67,7,7
22,0,512,304,61,2,8
22,1,512,306,56,8,12
22,2,512,314,54,6,13
22,3,512,323,66,7,16
22,4,512,333,69,7,10
22,5,512,309,70,10,11
22,6,512,312,69,11,7
22,7,512,337,54,5,11
22,8,512,311,56,5,7
22,9,512,303,54,7,10
22,10,512,300,51,10,10
22,11,512,311,47,13,6
22,12,512,302,57,12,8
22,13,512,292,55,11,9
22,14,512,288,71,9,9
22,15,476,295,53,9,22
23,0,512,345,61,9,13
23,1,512,322,61,3,9
23,2,512,335,59,2,14
23,3,512,301,64,4,15
23,4,512,293,70,6,13
23,5,512,320,67,6,8
23,6,512,300,68,8,8
23,7,512,301,64,6,15
23,8,512,310,56,6,21
