Batch,Num trials,Number correct
0,512,390
1,512,447
2,512,443
3,512,441
4,512,428
5,512,445
6,512,457
7,512,432
8,512,447
9,512,442
10,512,434
11,512,429
12,512,442
13,512,443
14,512,436
15,512,436
16,512,450
17,512,445
18,512,449
19,272,230
