Epoch,Batch,Num trials,Number correct
0,0,512,50
0,1,512,45
0,2,512,52
0,3,512,59
0,4,512,56
0,5,512,49
0,6,512,62
0,7,512,92
0,8,512,115
0,9,512,103
0,10,512,98
0,11,512,103
0,12,512,105
0,13,512,134
0,14,512,100
0,15,512,113
0,16,512,126
0,17,512,142
0,18,512,146
0,19,512,119
0,20,512,126
0,21,512,128
0,22,512,129
0,23,512,120
0,24,512,138
0,25,512,132
0,26,512,136
0,27,512,125
0,28,512,117
0,29,512,141
0,30,512,155
0,31,512,182
0,32,512,195
0,33,512,141
0,34,512,167
0,35,512,183
0,36,512,172
0,37,512,185
0,38,512,170
0,39,512,161
0,40,512,221
0,41,512,181
0,42,512,168
0,43,512,170
0,44,512,180
0,45,512,209
0,46,512,196
0,47,512,232
0,48,512,223
0,49,512,181
0,50,512,209
0,51,512,168
0,52,512,185
0,53,512,190
0,54,512,209
0,55,512,215
0,56,512,182
0,57,512,157
0,58,512,202
0,59,512,225
0,60,512,206
0,61,512,206
0,62,512,197
0,63,512,194
0,64,512,177
0,65,512,214
0,66,512,219
0,67,512,197
0,68,512,215
0,69,512,202
0,70,512,183
0,71,512,230
0,72,512,246
0,73,512,206
0,74,512,218
0,75,512,203
0,76,512,236
0,77,512,215
0,78,512,235
0,79,512,220
0,80,512,204
0,81,512,227
0,82,512,192
0,83,512,252
0,84,512,220
0,85,512,241
0,86,512,284
0,87,512,248
0,88,512,266
0,89,512,247
0,90,512,203
0,91,512,205
0,92,512,222
0,93,512,223
0,94,512,262
0,95,512,281
0,96,512,265
0,97,512,237
0,98,512,213
0,99,512,255
0,100,512,205
0,101,512,261
0,102,512,245
0,103,512,234
0,104,512,207
0,105,512,241
0,106,512,235
0,107,512,235
0,108,512,256
0,109,512,250
0,110,512,241
0,111,512,254
0,112,512,261
0,113,512,266
0,114,512,253
0,115,512,265
0,116,512,258
0,117,96,55
1,0,512,167
1,1,512,253
1,2,512,198
1,3,512,211
1,4,512,244
1,5,512,280
1,6,512,275
1,7,512,277
1,8,512,261
1,9,512,243
1,10,512,266
1,11,512,266
1,12,512,266
1,13,512,249
1,14,512,246
1,15,512,241
1,16,512,252
1,17,512,264
1,18,512,245
1,19,512,276
1,20,512,266
1,21,512,286
1,22,512,282
1,23,512,263
1,24,512,228
1,25,512,261
1,26,512,268
1,27,512,285
1,28,512,268
1,29,512,283
1,30,512,275
1,31,512,323
1,32,512,283
1,33,512,257
1,34,512,274
1,35,512,298
1,36,512,267
1,37,512,251
1,38,512,269
1,39,512,304
1,40,512,308
1,41,512,302
1,42,512,285
1,43,512,288
1,44,512,281
1,45,512,291
1,46,512,311
1,47,512,298
1,48,512,309
1,49,512,296
1,50,512,297
1,51,512,307
1,52,512,315
1,53,512,327
1,54,512,315
1,55,512,295
1,56,512,297
1,57,512,276
1,58,512,290
1,59,512,288
1,60,512,278
1,61,512,340
1,62,512,310
1,63,512,282
1,64,512,269
1,65,512,293
1,66,512,310
1,67,512,262
1,68,512,279
1,69,512,263
1,70,512,299
1,71,512,304
1,72,512,289
1,73,512,311
1,74,512,297
1,75,512,315
1,76,512,307
1,77,512,304
1,78,512,290
1,79,512,320
1,80,512,299
1,81,512,272
1,82,512,282
1,83,512,337
1,84,512,323
1,85,512,305
1,86,512,303
1,87,512,280
1,88,512,285
1,89,512,310
1,90,512,304
1,91,512,282
1,92,512,290
1,93,512,276
1,94,512,287
1,95,512,295
1,96,512,294
1,97,512,322
1,98,512,341
1,99,512,302
1,100,512,287
1,101,512,285
1,102,512,289
1,103,512,332
1,104,512,316
1,105,512,310
1,106,512,321
1,107,512,312
1,108,512,323
1,109,512,351
1,110,512,339
1,111,512,334
1,112,512,329
1,113,512,362
1,114,512,315
1,115,512,311
1,116,512,324
1,117,96,60
2,0,512,191
2,1,512,260
2,2,512,265
2,3,512,291
2,4,512,284
2,5,512,269
2,6,512,289
2,7,512,317
2,8,512,330
2,9,512,331
2,10,512,341
2,11,512,309
2,12,512,318
2,13,512,305
2,14,512,318
2,15,512,335
2,16,512,324
2,17,512,330
2,18,512,335
2,19,512,329
2,20,512,350
2,21,512,349
2,22,512,315
2,23,512,330
2,24,512,328
2,25,512,343
2,26,512,331
2,27,512,316
2,28,512,322
2,29,512,328
2,30,512,346
2,31,512,348
2,32,512,341
2,33,512,332
2,34,512,334
2,35,512,324
2,36,512,330
2,37,512,355
2,38,512,362
