Batch,Num trials,Number correct
0,512,416
1,512,455
2,512,448
3,512,449
4,512,435
5,512,454
6,512,440
7,512,445
8,512,440
9,512,439
10,512,428
11,512,434
12,512,443
13,512,447
14,512,437
15,512,435
16,512,445
17,512,446
18,512,452
19,272,234
