Batch,Num trials,Number correct
0,512,268
1,512,400
2,512,392
3,512,382
4,512,389
5,512,402
6,512,410
7,512,387
8,512,395
9,512,402
10,512,389
11,512,387
12,512,387
13,512,403
14,512,386
15,512,383
16,512,402
17,512,398
18,512,416
19,272,216
