Epoch,Batch,Num trials,Number correct,Input Recurrent rewired,Input Recurrent Inh rewired,Recurrent Recurrent rewired
0,0,512,14,95,103,62
0,1,512,23,133,127,85
0,2,512,39,124,137,93
0,3,512,48,136,160,110
0,4,512,39,130,161,129
0,5,512,52,131,155,116
0,6,512,37,117,167,125
0,7,512,53,103,176,127
0,8,512,63,109,185,144
0,9,512,60,112,189,153
0,10,512,65,80,211,139
0,11,512,81,88,196,132
0,12,512,76,89,203,153
0,13,512,81,84,220,144
0,14,512,83,85,212,136
0,15,476,69,92,204,141
1,0,512,70,78,209,128
1,1,512,85,85,212,141
1,2,512,93,78,230,161
1,3,512,113,75,241,159
1,4,512,104,80,260,160
1,5,512,114,78,257,156
1,6,512,121,74,247,147
1,7,512,104,72,231,137
1,8,512,122,81,235,159
1,9,512,125,86,216,157
1,10,512,117,68,200,164
1,11,512,97,64,238,156
1,12,512,98,84,253,167
1,13,512,89,66,239,162
1,14,512,83,80,238,160
1,15,476,79,86,230,154
2,0,512,125,85,226,152
2,1,512,100,78,221,146
2,2,512,124,76,207,150
2,3,512,95,81,231,161
2,4,512,130,71,226,160
2,5,512,140,67,217,163
2,6,512,121,81,223,147
2,7,512,136,78,226,170
2,8,512,139,72,215,172
2,9,512,112,73,214,166
2,10,512,128,72,214,170
2,11,512,144,80,201,162
2,12,512,162,69,223,160
2,13,512,136,68,219,157
2,14,512,148,77,217,171
2,15,476,126,77,223,150
3,0,512,153,75,195,163
3,1,512,166,73,190,165
3,2,512,143,79,184,174
3,3,512,145,74,204,167
3,4,512,150,58,216,150
3,5,512,150,68,219,144
3,6,512,149,60,206,143
3,7,512,153,52,193,148
3,8,512,172,61,177,131
3,9,512,200,55,170,142
3,10,512,176,67,179,143
3,11,512,181,70,192,132
3,12,512,177,68,199,146
3,13,512,174,71,177,140
3,14,512,189,73,163,154
3,15,476,156,63,170,165
4,0,512,184,59,176,133
4,1,512,172,52,172,128
4,2,512,154,54,190,119
4,3,512,175,49,189,137
4,4,512,186,46,190,132
4,5,512,180,46,174,124
4,6,512,194,52,170,117
4,7,512,214,70,164,122
4,8,512,193,63,168,127
4,9,512,212,59,168,128
4,10,512,189,59,149,124
4,11,512,200,63,152,132
4,12,512,210,59,167,131
4,13,512,214,55,149,127
4,14,512,215,55,135,117
4,15,476,214,52,152,106
5,0,512,204,54,155,88
5,1,512,239,54,144,104
5,2,512,207,60,148,102
5,3,512,230,57,151,117
5,4,512,209,55,135,117
5,5,512,221,46,145,122
5,6,512,211,56,137,116
5,7,512,216,47,139,122
5,8,512,213,48,147,118
5,9,512,224,57,164,111
5,10,512,236,57,167,108
5,11,512,215,61,156,112
5,12,512,246,47,169,107
5,13,512,217,63,141,99
5,14,512,234,52,135,110
5,15,476,221,50,126,105
6,0,512,251,43,114,94
6,1,512,240,45,125,89
