Batch,Num trials,Number correct
0,512,410
1,512,459
2,512,458
3,512,451
4,512,435
5,512,463
6,512,428
7,512,447
8,512,459
9,512,451
10,512,456
11,512,446
12,512,449
13,512,464
14,512,453
15,512,449
16,512,455
17,512,449
18,512,453
19,272,234
