Batch,Num trials,Number correct
0,512,437
1,512,473
2,512,474
3,512,462
4,512,461
5,512,474
6,512,456
7,512,467
8,512,464
9,512,470
10,512,468
11,512,468
12,512,469
13,512,478
14,512,467
15,512,471
16,512,475
17,512,461
18,512,463
19,272,241
